1.0e+05, 6.246e+07 ,1.98e+07
2.0e+05, 1.249e+08 ,3.96e+07
3.0e+05, 1.815e+08 ,5.94e+07
4.0e+05, 2.301e+08 ,7.92e+07
5.0e+05, 2.720e+08 ,9.90e+07
6.0e+05, 3.139e+08 ,1.19e+08
7.0e+05, 3.558e+08 ,1.39e+08
8.0e+05, 3.969e+08 ,1.68e+08
9.0e+05, 4.376e+08 ,2.01e+08
1.0e+06, 4.751e+08 ,2.26e+08
1.1e+06, 5.090e+08 ,2.41e+08
1.2e+06, 5.429e+08 ,2.55e+08
1.3e+06, 5.767e+08 ,2.70e+08
1.4e+06, 6.047e+08 ,2.75e+08

